,Instrument,Date,Earnings Per Share - Mean,Earnings Per Share Reported - Mean,Earnings Per Share - Predicted Surprise PCT
0,MRK,2005-01-31T00:00:00Z,2.46963,2.45333,
1,MRK,2005-02-22T00:00:00Z,2.47259,2.45333,
2,MRK,2005-03-29T00:00:00Z,2.47185,2.45333,
3,MRK,2005-04-29T00:00:00Z,2.49333,2.475,
4,MRK,2005-05-17T00:00:00Z,2.49423,2.475,
5,MRK,2005-06-23T00:00:00Z,2.49625,2.4775,
6,MRK,2005-07-28T00:00:00Z,2.48909,2.38667,
7,MRK,2005-08-12T00:00:00Z,2.49044,2.38667,
8,MRK,2005-09-28T00:00:00Z,2.4892,2.38667,
9,MRK,2005-10-25T00:00:00Z,2.50333,2.36,
10,MRK,2005-11-29T00:00:00Z,2.50417,2.36,
11,MRK,2005-12-28T00:00:00Z,2.50783,2.2275,
12,MRK,2006-01-31T00:00:00Z,2.32864,2.13,
13,MRK,2006-02-14T00:00:00Z,2.33167,2.13,
14,MRK,2006-03-20T00:00:00Z,2.33375,2.13,
15,MRK,2006-04-28T00:00:00Z,2.38708,2.07333,
16,MRK,2006-05-25T00:00:00Z,2.39261,2.06667,
17,MRK,2006-06-29T00:00:00Z,2.39348,2.08,
18,MRK,2006-07-25T00:00:00Z,2.45496,2.13333,
19,MRK,2006-08-30T00:00:00Z,2.47235,2.18,
20,MRK,2006-09-20T00:00:00Z,2.47382,2.19,
21,MRK,2006-10-30T00:00:00Z,2.50429,2.20333,
22,MRK,2006-11-28T00:00:00Z,2.51048,2.20333,
23,MRK,2006-12-22T00:00:00Z,2.51737,2.25667,
24,MRK,2007-01-31T00:00:00Z,2.61963,2.46333,
25,MRK,2007-02-28T00:00:00Z,2.63933,2.49667,
26,MRK,2007-03-29T00:00:00Z,2.657,2.5325,
27,MRK,2007-04-26T00:00:00Z,2.9053,2.785,
28,MRK,2007-05-24T00:00:00Z,2.91722,2.805,
29,MRK,2007-06-27T00:00:00Z,2.923,2.805,
30,MRK,2007-07-31T00:00:00Z,3.08718,2.94,
31,MRK,2007-08-20T00:00:00Z,3.11082,2.94,
32,MRK,2007-09-26T00:00:00Z,3.08082,2.98333,
33,MRK,2007-10-31T00:00:00Z,3.12991,2.954,
34,MRK,2007-11-25T00:00:00Z,3.14557,2.58667,
35,MRK,2007-12-11T00:00:00Z,3.14557,2.23286,
36,MRK,2008-01-31T00:00:00Z,3.36291,3.63143,
37,MRK,2008-02-28T00:00:00Z,3.34391,3.63143,
38,MRK,2008-03-31T00:00:00Z,3.30832,3.53,
39,MRK,2008-04-30T00:00:00Z,3.30518,3.7175,
40,MRK,2008-05-30T00:00:00Z,3.3055,3.62,
41,MRK,2008-06-26T00:00:00Z,3.3092,3.62333,
42,MRK,2008-07-22T00:00:00Z,3.29213,3.64,
43,MRK,2008-08-28T00:00:00Z,3.29373,3.82,
44,MRK,2008-09-30T00:00:00Z,3.28573,3.815,
45,MRK,2008-10-31T00:00:00Z,3.29429,3.69,
46,MRK,2008-11-26T00:00:00Z,3.29375,3.69,
47,MRK,2008-12-11T00:00:00Z,3.29467,3.65667,
48,MRK,2009-01-26T00:00:00Z,3.29588,3.645,
49,MRK,2009-02-27T00:00:00Z,3.27714,3.22,
50,MRK,2009-03-11T00:00:00Z,3.248,3.12667,
51,MRK,2009-04-28T00:00:00Z,3.22214,3.04333,
52,MRK,2009-04-28T00:00:00Z,3.22214,3.04333,
53,MRK,2009-06-29T00:00:00Z,3.22313,3.04333,
54,MRK,2009-07-31T00:00:00Z,3.23813,3.09667,
55,MRK,2009-08-17T00:00:00Z,3.23471,3.075,
56,MRK,2009-09-04T00:00:00Z,3.23438,2.85,
57,MRK,2009-10-26T00:00:00Z,3.25308,3.76,
58,MRK,2009-11-13T00:00:00Z,3.275,3.83,
59,MRK,2009-12-31T00:00:00Z,3.26714,3.835,
60,MRK,2010-01-26T00:00:00Z,3.26625,3.85,
61,MRK,2010-02-25T00:00:00Z,3.43,3.14333,
62,MRK,2010-03-26T00:00:00Z,3.414,3.17714,
63,MRK,2010-04-30T00:00:00Z,3.4025,3.18429,
64,MRK,2010-05-21T00:00:00Z,3.38684,2.5,
65,MRK,2010-06-28T00:00:00Z,3.3865,2.51,
66,MRK,2010-07-30T00:00:00Z,3.36191,2.482,
67,MRK,2010-08-30T00:00:00Z,3.36095,2.356,
68,MRK,2010-09-22T00:00:00Z,3.36048,2.356,
69,MRK,2010-10-31T00:00:00Z,3.36714,2.302,
70,MRK,2010-11-29T00:00:00Z,3.37048,2.202,
71,MRK,2010-11-29T00:00:00Z,3.37048,2.202,
72,MRK,2011-01-25T00:00:00Z,3.37524,2.204,
73,MRK,2011-02-22T00:00:00Z,3.68571,3.115,
74,MRK,2011-03-24T00:00:00Z,3.68933,2.938,
75,MRK,2011-04-29T00:00:00Z,3.70619,2.93,
76,MRK,2011-05-24T00:00:00Z,3.73046,3.042,
77,MRK,2011-06-30T00:00:00Z,3.73261,2.82,
78,MRK,2011-07-31T00:00:00Z,3.73409,2.82,
79,MRK,2011-08-31T00:00:00Z,3.73,2.77333,
80,MRK,2011-09-06T00:00:00Z,3.73,2.305,
81,MRK,2011-10-31T00:00:00Z,3.74091,2.265,
82,MRK,2011-11-29T00:00:00Z,3.7515,2.25333,
83,MRK,2011-12-30T00:00:00Z,3.754,2.25,
84,MRK,2012-01-24T00:00:00Z,3.757,2.25667,
85,MRK,2012-02-23T00:00:00Z,3.81191,3.0125,
86,MRK,2012-03-22T00:00:00Z,3.7925,2.9825,
87,MRK,2012-04-30T00:00:00Z,3.80579,3.495,
88,MRK,2012-05-22T00:00:00Z,3.807,3.495,
89,MRK,2012-06-28T00:00:00Z,3.805,2.92,
90,MRK,2012-07-31T00:00:00Z,3.80571,2.43,
91,MRK,2012-08-27T00:00:00Z,3.80455,2.43,
92,MRK,2012-09-21T00:00:00Z,3.80857,2.43,
93,MRK,2012-10-31T00:00:00Z,3.8075,2.33,
94,MRK,2012-11-29T00:00:00Z,3.8,2.2975,
95,MRK,2012-12-20T00:00:00Z,3.79955,2.2975,
96,MRK,2013-01-31T00:00:00Z,3.80046,2.3,
97,MRK,2013-02-25T00:00:00Z,3.6379,2.28,
98,MRK,2013-03-12T00:00:00Z,3.6305,2.246,
99,MRK,2013-04-30T00:00:00Z,3.62263,2.236,
100,MRK,2013-05-31T00:00:00Z,3.49188,2.21,
101,MRK,2013-06-24T00:00:00Z,3.50167,2.21,
102,MRK,2013-07-31T00:00:00Z,3.4825,2.13667,
103,MRK,2013-08-19T00:00:00Z,3.48158,2.08667,
104,MRK,2013-09-26T00:00:00Z,3.48278,2.09,
105,MRK,2013-10-31T00:00:00Z,3.49071,1.698,
106,MRK,2013-11-19T00:00:00Z,3.49557,1.666,
107,MRK,2013-11-19T00:00:00Z,3.49557,1.666,
108,MRK,2014-01-23T00:00:00Z,3.49843,1.6935,
109,MRK,2014-02-27T00:00:00Z,3.44,2.389,-0.088
110,MRK,2014-03-25T00:00:00Z,3.43421,2.377,-0.155
111,MRK,2014-04-30T00:00:00Z,3.46811,2.16375,0.688
112,MRK,2014-05-16T00:00:00Z,3.47106,2.18,0.027
113,MRK,2014-06-24T00:00:00Z,3.47258,2.1825,-0.07
114,MRK,2014-07-31T00:00:00Z,3.4882,3.6055,0.03
115,MRK,2014-08-27T00:00:00Z,3.4877,3.8264,0.008
116,MRK,2014-09-28T00:00:00Z,3.4852,3.8264,-0.033
117,MRK,2014-10-31T00:00:00Z,3.47847,4.587,0.023
118,MRK,2014-11-20T00:00:00Z,3.48758,4.54075,0.04
119,MRK,2014-12-18T00:00:00Z,3.48661,4.65233,-0.014
120,MRK,2015-01-29T00:00:00Z,3.48156,4.543,-0.184
121,MRK,2015-02-26T00:00:00Z,3.38717,2.214,0.039
122,MRK,2015-03-16T00:00:00Z,3.38416,2.2,0.123
123,MRK,2015-04-30T00:00:00Z,3.411,1.72333,0.656
124,MRK,2015-05-11T00:00:00Z,3.44247,1.755,0.001
125,MRK,2015-06-16T00:00:00Z,3.44226,1.757,-0.041
126,MRK,2015-07-31T00:00:00Z,3.49532,1.76425,0.473
127,MRK,2015-08-27T00:00:00Z,3.51053,1.7626,-0.016
128,MRK,2015-09-22T00:00:00Z,3.507,1.7626,-0.011
129,MRK,2015-10-28T00:00:00Z,3.543,1.70325,0.604
130,MRK,2015-11-30T00:00:00Z,3.56479,1.7195,0.081
131,MRK,2015-12-18T00:00:00Z,3.56814,1.71529,0.007
132,MRK,2016-01-29T00:00:00Z,3.57323,1.61929,0.085
133,MRK,2016-02-23T00:00:00Z,3.70318,2.44044,-0.128
134,MRK,2016-03-17T00:00:00Z,3.70286,2.33822,-0.206
135,MRK,2016-04-29T00:00:00Z,3.71095,2.25244,-0.373
136,MRK,2016-05-20T00:00:00Z,3.714,2.18229,0.187
137,MRK,2016-06-14T00:00:00Z,3.71726,2.18229,0.184
138,MRK,2016-07-31T00:00:00Z,3.72796,2.08263,0.083
139,MRK,2016-08-17T00:00:00Z,3.745,2.06014,0.049
140,MRK,2016-09-20T00:00:00Z,3.74775,2.06014,0.1
141,MRK,2016-10-31T00:00:00Z,3.76943,2.07913,0.106
142,MRK,2016-11-17T00:00:00Z,3.77568,2.0755,-0.005
143,MRK,2016-12-19T00:00:00Z,3.77584,2.0726,-0.128
144,MRK,2017-01-31T00:00:00Z,3.78005,2.08283,-0.156
145,MRK,2017-02-22T00:00:00Z,3.81661,3.26957,-0.23
146,MRK,2017-03-17T00:00:00Z,3.808,3.21786,0.051
147,MRK,2017-04-23T00:00:00Z,3.80542,2.83088,0.144
148,MRK,2017-05-24T00:00:00Z,3.84288,2.60117,0.055
149,MRK,2017-06-29T00:00:00Z,3.84311,2.5745,0.19
150,MRK,2017-07-30T00:00:00Z,3.85644,2.24286,0.203
151,MRK,2017-08-29T00:00:00Z,3.87477,2.00257,-0.06
152,MRK,2017-09-20T00:00:00Z,3.87435,2.003,-0.066
153,MRK,2017-10-31T00:00:00Z,3.92911,1.93757,0.436
154,MRK,2017-11-27T00:00:00Z,3.94443,1.83589,0.006
155,MRK,2017-12-18T00:00:00Z,3.94419,1.83544,0.009
156,MRK,2018-01-29T00:00:00Z,3.94391,1.83544,0.038
157,MRK,2018-02-28T00:00:00Z,4.17235,3.24725,-0.159
158,MRK,2018-03-18T00:00:00Z,4.17118,3.23475,-0.006
159,MRK,2018-04-25T00:00:00Z,4.19716,3.16867,0.107
160,MRK,2018-05-09T00:00:00Z,4.23194,2.60271,-0.03
161,MRK,2018-06-29T00:00:00Z,4.22724,2.59817,-0.045
162,MRK,2018-07-30T00:00:00Z,4.26144,2.57571,0.015
163,MRK,2018-08-31T00:00:00Z,4.27767,2.58143,-0.074
164,MRK,2018-09-21T00:00:00Z,4.277,2.58143,-0.097
165,MRK,2018-10-31T00:00:00Z,4.33967,2.47229,0.004
166,MRK,2018-11-29T00:00:00Z,4.34633,2.47229,-0.062
167,MRK,2018-12-18T00:00:00Z,4.34853,2.49367,-0.055
168,MRK,2019-01-28T00:00:00Z,4.33,2.4488,-0.057
169,MRK,2019-02-22T00:00:00Z,4.66767,4.0132,0.121
170,MRK,2019-03-26T00:00:00Z,4.68094,4.06767,0.075
171,MRK,2019-04-30T00:00:00Z,4.7076,4.0442,0.029
172,MRK,2019-05-29T00:00:00Z,4.74331,4.1482,-0.005
173,MRK,2019-06-25T00:00:00Z,4.7494,4.02775,0.007
174,MRK,2019-07-31T00:00:00Z,4.84113,4.00333,0.025
175,MRK,2019-08-15T00:00:00Z,4.90507,3.97,0.174
176,MRK,2019-09-24T00:00:00Z,4.9185,3.955,-0.112
177,MRK,2019-10-31T00:00:00Z,5.0875,3.8675,1.947
178,MRK,2019-11-20T00:00:00Z,5.16427,3.8525,0.318
179,MRK,2019-11-20T00:00:00Z,5.16427,3.8525,0.318
180,MRK,2020-01-22T00:00:00Z,5.17469,3.83,-0.001
181,MRK,2020-02-26T00:00:00Z,5.71828,4.8875,-0.048
182,MRK,2020-03-30T00:00:00Z,5.71456,4.8775,0.041
183,MRK,2020-04-30T00:00:00Z,5.37089,4.47,-1.524
184,MRK,2020-05-13T00:00:00Z,5.303,4.3775,-0.15
185,MRK,2020-06-30T00:00:00Z,5.29933,4.3775,-0.184
186,MRK,2020-07-31T00:00:00Z,5.39267,4.48,0.111
187,MRK,2020-08-28T00:00:00Z,5.71971,4.74,-0.059
188,MRK,2020-09-29T00:00:00Z,5.71447,4.74,-0.124
189,MRK,2020-10-30T00:00:00Z,5.96692,4.7025,-0.042
190,MRK,2020-11-30T00:00:00Z,5.96637,4.722,0.248
191,MRK,2020-12-21T00:00:00Z,5.98155,4.74,0.173
192,MRK,2021-01-28T00:00:00Z,6.01024,4.74,0.061
193,MRK,2021-02-25T00:00:00Z,6.5575,6.01,0.182
194,MRK,2021-03-22T00:00:00Z,6.56635,5.90409,0.158
195,MRK,2021-04-30T00:00:00Z,6.44459,5.76,-0.381
196,MRK,2021-05-26T00:00:00Z,6.4694,5.414,-0.775
197,MRK,2021-06-29T00:00:00Z,5.888,4.71667,-9.035
198,MRK,2021-07-30T00:00:00Z,5.54786,4.385,-0.413
199,MRK,2021-08-22T00:00:00Z,5.53571,4.3575,-0.112
200,MRK,2021-09-21T00:00:00Z,5.532,4.39,-0.023
201,MRK,2021-10-29T00:00:00Z,5.79933,3.93833,1.495
202,MRK,2021-11-26T00:00:00Z,5.81563,3.892,-1.512
203,MRK,2021-12-17T00:00:00Z,5.77316,3.896,1.964
204,MRK,2022-01-31T00:00:00Z,5.7488,3.888,0.675
205,MRK,2022-02-17T00:00:00Z,7.30833,6.33571,-0.446
206,MRK,2022-03-29T00:00:00Z,7.27362,6.42333,-0.331
207,MRK,2022-04-29T00:00:00Z,7.30957,6.33778,0.516
208,MRK,2022-05-22T00:00:00Z,7.34035,6.09571,0.222
209,MRK,2022-06-26T00:00:00Z,7.34891,6.15667,0.134
210,MRK,2022-07-29T00:00:00Z,7.36718,6.14556,0.155
211,MRK,2022-08-22T00:00:00Z,7.36305,6.0725,0.196
212,MRK,2022-09-14T00:00:00Z,7.3659,6.08444,0.189
213,MRK,2022-10-31T00:00:00Z,7.3736,5.89222,0.201
214,MRK,2022-11-23T00:00:00Z,7.38535,5.86667,0.123
215,MRK,2022-12-20T00:00:00Z,7.386,5.86667,0.152
216,PFE,2005-01-28T00:00:00Z,2.12815,2.02,
217,PFE,2005-02-28T00:00:00Z,2.11769,2.02,
218,PFE,2005-03-30T00:00:00Z,2.11423,2.02,
219,PFE,2005-04-29T00:00:00Z,1.97533,1.3,
220,PFE,2005-05-17T00:00:00Z,1.97621,1.11667,
221,PFE,2005-06-23T00:00:00Z,1.97704,1.155,
222,PFE,2005-07-25T00:00:00Z,1.98192,1.26,
223,PFE,2005-08-05T00:00:00Z,1.9824,1.26,
224,PFE,2005-09-28T00:00:00Z,1.9825,1.162,
225,PFE,2005-10-26T00:00:00Z,1.93643,1.20833,
226,PFE,2005-11-28T00:00:00Z,1.93448,1.05667,
227,PFE,2005-12-12T00:00:00Z,1.9337,1.178,
228,PFE,2006-01-24T00:00:00Z,2.02778,1.677,
229,PFE,2006-02-23T00:00:00Z,2.00778,1.56,
230,PFE,2006-03-31T00:00:00Z,2.00833,1.56,
231,PFE,2006-04-24T00:00:00Z,2.01,1.4875,
232,PFE,2006-05-09T00:00:00Z,2.01,1.51,
233,PFE,2006-06-26T00:00:00Z,2.0089,1.508,
234,PFE,2006-07-26T00:00:00Z,1.99684,1.58333,
235,PFE,2006-08-31T00:00:00Z,1.99632,1.59333,
236,PFE,2006-09-26T00:00:00Z,1.99778,1.59333,
237,PFE,2006-10-30T00:00:00Z,2.01995,1.63333,
238,PFE,2006-11-30T00:00:00Z,2.02614,1.63333,
239,PFE,2006-12-28T00:00:00Z,2.05441,1.66667,
240,PFE,2007-01-30T00:00:00Z,2.20327,1.592,
241,PFE,2007-02-21T00:00:00Z,2.20736,1.552,
242,PFE,2007-03-26T00:00:00Z,2.19448,1.538,
243,PFE,2007-04-30T00:00:00Z,2.154,1.4625,
244,PFE,2007-05-08T00:00:00Z,2.14487,1.46,
245,PFE,2007-06-06T00:00:00Z,2.14464,1.46,
246,PFE,2007-07-31T00:00:00Z,2.12055,1.47,
247,PFE,2007-08-06T00:00:00Z,2.11782,1.47,
248,PFE,2007-08-06T00:00:00Z,2.11782,1.47,
249,PFE,2007-10-29T00:00:00Z,2.14809,1.29,
250,PFE,2007-11-13T00:00:00Z,2.14644,1.29,
251,PFE,2007-12-18T00:00:00Z,2.14687,1.29,
252,PFE,2008-01-29T00:00:00Z,2.36064,1.91833,
253,PFE,2008-02-21T00:00:00Z,2.367,1.93667,
254,PFE,2008-03-25T00:00:00Z,2.38609,1.935,
255,PFE,2008-04-30T00:00:00Z,2.36578,1.81333,
256,PFE,2008-05-30T00:00:00Z,2.35847,1.805,
257,PFE,2008-06-27T00:00:00Z,2.34729,1.735,
258,PFE,2008-07-25T00:00:00Z,2.36522,1.77,
259,PFE,2008-08-28T00:00:00Z,2.36929,1.77,
260,PFE,2008-09-24T00:00:00Z,2.3705,1.77,
261,PFE,2008-10-29T00:00:00Z,2.37563,1.645,
262,PFE,2008-11-18T00:00:00Z,2.37944,1.645,
263,PFE,2008-12-29T00:00:00Z,2.37938,1.645,
264,PFE,2009-01-30T00:00:00Z,2.24429,2.205,
265,PFE,2009-02-26T00:00:00Z,1.98222,1.6,
266,PFE,2009-03-26T00:00:00Z,1.93375,1.6,
267,PFE,2009-04-29T00:00:00Z,1.94,1.59,
268,PFE,2009-05-04T00:00:00Z,1.94429,1.6,
269,PFE,2009-06-29T00:00:00Z,1.9575,1.6,
270,PFE,2009-07-28T00:00:00Z,1.94444,1.6,
271,PFE,2009-08-17T00:00:00Z,1.9475,,
272,PFE,2009-09-15T00:00:00Z,1.975,,
273,PFE,2009-10-27T00:00:00Z,2.01438,1.81,
274,PFE,2009-11-17T00:00:00Z,2.025,1.79333,
275,PFE,2009-12-24T00:00:00Z,2.02985,1.79333,
276,PFE,2010-01-26T00:00:00Z,2.03085,1.79333,
277,PFE,2010-02-28T00:00:00Z,2.1879,1.67667,
278,PFE,2010-03-31T00:00:00Z,2.1845,1.6625,
279,PFE,2010-04-21T00:00:00Z,2.18191,1.548,
280,PFE,2010-05-25T00:00:00Z,2.18,1.522,
281,PFE,2010-06-29T00:00:00Z,2.1675,1.472,
282,PFE,2010-07-30T00:00:00Z,2.16191,1.462,
283,PFE,2010-08-30T00:00:00Z,2.20667,1.2575,
284,PFE,2010-09-22T00:00:00Z,2.219,1.2575,
285,PFE,2010-10-18T00:00:00Z,2.2185,1.1925,
286,PFE,2010-11-29T00:00:00Z,2.21762,1.0275,
287,PFE,2010-12-07T00:00:00Z,2.2181,1.0275,
288,PFE,2011-01-25T00:00:00Z,2.22046,1.035,
289,PFE,2011-02-14T00:00:00Z,2.24095,1.455,
290,PFE,2011-03-11T00:00:00Z,2.23364,1.406,
291,PFE,2011-04-26T00:00:00Z,2.23524,1.37,
292,PFE,2011-05-25T00:00:00Z,2.24143,1.4125,
293,PFE,2011-06-23T00:00:00Z,2.244,1.47333,
294,PFE,2011-07-31T00:00:00Z,2.253,1.47333,
295,PFE,2011-08-23T00:00:00Z,2.24667,1.42333,
296,PFE,2011-09-26T00:00:00Z,2.24714,1.42333,
297,PFE,2011-10-17T00:00:00Z,2.24546,1.37,
298,PFE,2011-11-19T00:00:00Z,2.2785,1.6475,
299,PFE,2011-12-30T00:00:00Z,2.2815,1.6475,
300,PFE,2012-01-31T00:00:00Z,2.28546,1.99429,
301,PFE,2012-02-23T00:00:00Z,2.27143,1.94286,
302,PFE,2012-03-08T00:00:00Z,2.27191,1.86333,
303,PFE,2012-04-23T00:00:00Z,2.26714,1.63,
304,PFE,2012-05-16T00:00:00Z,2.21765,1.43,
305,PFE,2012-06-26T00:00:00Z,2.21444,1.425,
306,PFE,2012-07-31T00:00:00Z,2.21067,1.41,
307,PFE,2012-08-30T00:00:00Z,2.20938,1.33,
308,PFE,2012-09-27T00:00:00Z,2.21412,1.335,
309,PFE,2012-10-23T00:00:00Z,2.20526,1.3,
310,PFE,2012-11-29T00:00:00Z,2.164,1.32,
311,PFE,2012-11-29T00:00:00Z,2.164,1.32,
312,PFE,2013-01-31T00:00:00Z,2.28081,1.6934,
313,PFE,2013-02-25T00:00:00Z,2.28077,1.73117,
314,PFE,2013-03-07T00:00:00Z,2.27986,1.73283,
315,PFE,2013-04-30T00:00:00Z,2.24986,1.71783,
316,PFE,2013-05-31T00:00:00Z,2.2125,1.45333,
317,PFE,2013-06-27T00:00:00Z,2.20235,1.49333,
318,PFE,2013-07-31T00:00:00Z,2.16588,1.44,
319,PFE,2013-08-16T00:00:00Z,2.15526,1.68,
320,PFE,2013-09-25T00:00:00Z,2.16,1.68,
321,PFE,2013-10-30T00:00:00Z,2.17596,3.22967,
322,PFE,2013-11-04T00:00:00Z,2.17641,3.20133,
323,PFE,2013-12-30T00:00:00Z,2.17641,3.20133,
324,PFE,2014-01-30T00:00:00Z,2.26764,1.603,0.189
325,PFE,2014-02-13T00:00:00Z,2.26895,1.6052,0.243
326,PFE,2014-03-31T00:00:00Z,2.2525,1.5852,-0.015
327,PFE,2014-04-28T00:00:00Z,2.24412,1.579,-0.813
328,PFE,2014-05-29T00:00:00Z,2.24177,1.473,0.034
329,PFE,2014-06-30T00:00:00Z,2.242,1.4944,0.211
330,PFE,2014-07-31T00:00:00Z,2.24714,1.5572,0.43
331,PFE,2014-08-27T00:00:00Z,2.246,1.55933,0.411
332,PFE,2014-09-03T00:00:00Z,2.24714,1.55933,0.388
333,PFE,2014-10-31T00:00:00Z,2.24776,1.72913,0.108
334,PFE,2014-11-28T00:00:00Z,2.2484,1.663,0.263
335,PFE,2014-12-16T00:00:00Z,2.2499,1.63243,0.244
336,PFE,2015-01-29T00:00:00Z,2.0953,1.69771,-1.134
337,PFE,2015-02-19T00:00:00Z,2.07354,1.8235,-0.036
338,PFE,2015-03-23T00:00:00Z,2.07662,1.831,0.016
339,PFE,2015-04-30T00:00:00Z,2.057,1.70433,-0.699
340,PFE,2015-05-15T00:00:00Z,2.03691,1.481,-0.513
341,PFE,2015-06-19T00:00:00Z,2.035,1.49,-0.506
342,PFE,2015-07-31T00:00:00Z,2.05667,1.46,0.091
343,PFE,2015-08-07T00:00:00Z,2.06,1.46,-0.027
344,PFE,2015-09-30T00:00:00Z,2.09646,1.492,0.016
345,PFE,2015-10-29T00:00:00Z,2.16487,1.50325,1.29
346,PFE,2015-11-30T00:00:00Z,2.18089,1.676,0.129
347,PFE,2015-12-18T00:00:00Z,2.1823,1.676,0.118
348,PFE,2016-01-27T00:00:00Z,2.18457,1.682,0.118
349,PFE,2016-02-25T00:00:00Z,2.28544,1.69017,0.106
350,PFE,2016-03-31T00:00:00Z,2.29226,1.67867,0.434
351,PFE,2016-04-29T00:00:00Z,2.30062,1.69986,0.26
352,PFE,2016-05-30T00:00:00Z,2.43919,1.77071,0.209
353,PFE,2016-06-30T00:00:00Z,2.43965,1.77786,0.208
354,PFE,2016-07-26T00:00:00Z,2.44952,1.78613,0.023
355,PFE,2016-08-29T00:00:00Z,2.46311,1.8245,-0.116
356,PFE,2016-09-30T00:00:00Z,2.45895,1.82325,-0.093
357,PFE,2016-10-24T00:00:00Z,2.459,1.81113,-0.075
358,PFE,2016-11-30T00:00:00Z,2.4129,1.647,-0.112
359,PFE,2016-12-08T00:00:00Z,2.41605,1.60843,-0.031
360,PFE,2017-01-31T00:00:00Z,2.562,1.994,-0.672
361,PFE,2017-02-17T00:00:00Z,2.556,2.17429,-0.192
362,PFE,2017-03-22T00:00:00Z,2.55176,2.36614,-0.054
363,PFE,2017-04-27T00:00:00Z,2.55233,2.06956,-0.136
364,PFE,2017-05-25T00:00:00Z,2.55089,1.89329,0.095
365,PFE,2017-06-21T00:00:00Z,2.55367,1.89329,0.041
366,PFE,2017-07-20T00:00:00Z,2.5515,1.88557,-0.044
367,PFE,2017-08-21T00:00:00Z,2.56278,1.87538,-0.092
368,PFE,2017-09-12T00:00:00Z,2.56333,1.87663,-0.084
369,PFE,2017-10-31T00:00:00Z,2.58428,1.8615,-0.09
370,PFE,2017-11-27T00:00:00Z,2.59471,1.865,-0.091
371,PFE,2017-12-18T00:00:00Z,2.59481,1.865,-0.111
372,PFE,2018-01-31T00:00:00Z,2.91829,2.13578,0.669
373,PFE,2018-02-09T00:00:00Z,2.94979,2.193,-0.049
374,PFE,2018-03-26T00:00:00Z,2.95242,2.19425,-0.01
375,PFE,2018-04-25T00:00:00Z,2.94745,2.17813,-0.055
376,PFE,2018-05-21T00:00:00Z,2.95041,2.16414,0.115
377,PFE,2018-06-07T00:00:00Z,2.95218,2.17483,0.028
378,PFE,2018-07-31T00:00:00Z,2.9765,2.20517,0.331
379,PFE,2018-08-09T00:00:00Z,2.99156,2.24367,0.343
380,PFE,2018-09-14T00:00:00Z,2.99047,2.24367,0.343
381,PFE,2018-10-31T00:00:00Z,2.994,2.26,0.245
382,PFE,2018-11-27T00:00:00Z,3.00256,2.294,0.039
383,PFE,2018-12-13T00:00:00Z,3.00275,2.366,0.053
384,PFE,2019-01-31T00:00:00Z,2.9226,2.2265,-1.069
385,PFE,2019-02-27T00:00:00Z,2.90433,2.1965,-0.284
386,PFE,2019-03-27T00:00:00Z,2.891,2.1715,0.347
387,PFE,2019-04-30T00:00:00Z,2.876,2.19575,-0.221
388,PFE,2019-05-29T00:00:00Z,2.90953,2.4052,0.049
389,PFE,2019-06-25T00:00:00Z,2.91087,2.2865,-0.064
390,PFE,2019-07-31T00:00:00Z,2.85386,2.35667,-1.039
391,PFE,2019-08-13T00:00:00Z,2.82823,2.31,-0.157
392,PFE,2019-09-19T00:00:00Z,2.81823,2.31,0.222
393,PFE,2019-10-31T00:00:00Z,2.88977,3.07333,2.513
394,PFE,2019-11-21T00:00:00Z,2.96818,3.39667,0.098
395,PFE,2019-12-19T00:00:00Z,2.95417,3.39667,0.549
396,PFE,2020-01-30T00:00:00Z,2.905,2.18,0.268
397,PFE,2020-02-26T00:00:00Z,2.91138,2.18,0.249
398,PFE,2020-03-22T00:00:00Z,2.91013,2.26,0.276
399,PFE,2020-04-29T00:00:00Z,2.863,2.19,0.588
400,PFE,2020-05-31T00:00:00Z,2.87556,2.19,-0.034
401,PFE,2020-06-29T00:00:00Z,2.8768,2.23,-0.05
402,PFE,2020-07-30T00:00:00Z,2.92182,2.235,0.099
403,PFE,2020-08-11T00:00:00Z,2.92,2.235,0.107
404,PFE,2020-09-29T00:00:00Z,2.91636,2.235,0.197
405,PFE,2020-10-30T00:00:00Z,2.90667,2.03,-0.01
406,PFE,2020-11-24T00:00:00Z,2.83325,4.1,0.07
407,PFE,2020-12-18T00:00:00Z,2.8355,4.1,0.494
408,PFE,2021-01-29T00:00:00Z,2.81163,2.835,-3.3
409,PFE,2021-02-25T00:00:00Z,3.28611,2.5475,1.285
410,PFE,2021-03-24T00:00:00Z,3.31479,2.962,-0.088
411,PFE,2021-04-22T00:00:00Z,3.363,3.078,0.878
412,PFE,2021-05-24T00:00:00Z,3.78,3.0575,-0.099
413,PFE,2021-06-29T00:00:00Z,3.78706,3.02,-0.012
414,PFE,2021-07-31T00:00:00Z,4.084,3.435,1.844
415,PFE,2021-08-25T00:00:00Z,4.11259,3.448,0.21
416,PFE,2021-09-29T00:00:00Z,4.11763,3.49571,0.943
417,PFE,2021-10-28T00:00:00Z,4.11519,3.48571,1.102
418,PFE,2021-11-29T00:00:00Z,4.22333,3.95857,0.087
419,PFE,2021-12-23T00:00:00Z,4.231,3.89444,0.57
420,PFE,2022-01-28T00:00:00Z,4.21,3.891,0.506
421,PFE,2022-02-27T00:00:00Z,7.26063,6.56167,4.185
